1244,true,1919.0,84,Resign,Black,5+5,cabritas,1342,jesteroz,1248
152,true,1921.0,32,Resign,Black,30+0,quent0,1422,sassou,1210
733,false,1921.5,56,Resign,Black,3+8,eouen,1163,theanonymousone,1340
1218,true,1921.5,19,Resign,White,10+0,dohiblundered,1315,jesteroz,1264
2,true,1922.0,16,Resign,Black,5+10,a-00,1322,skinnerua,1261
55,true,1922.5,8,Resign,White,16+0,wing175,1521,gerfsh,1162
142,true,1925.5,2,Resign,Black,15+15,pune123,1443,sassou,1204
1230,true,1926.0,64,Resign,Black,10+0,jesteroz,1282,mikavds,1285
501,true,1927.0,32,Resign,Black,10+0,tensors,1314,shelob,1270
922,false,1929.5,31,Resign,White,15+0,mccheese,859,orleibuiatti,1500
138,true,1931.0,85,Mate,White,15+15,rougethunder,1316,sassou,1273
402,false,1933.5,53,Resign,White,30+0,jutton1,1383,febozn,1242
523,true,1934.0,58,Resign,Black,15+15,aig7,1270,anotherchessplayer1,1299
530,true,1935.0,62,Resign,Black,15+15,hill_j,1178,armo96,1346
1229,true,1935.5,73,Mate,White,10+0,kann2014,1329,jesteroz,1271
233,true,1937.5,91,Resign,White,20+10,thegrim123321,1377,batatinhaazul,1249
732,true,1938.5,64,Resign,Black,10+0,macripoly,1197,theanonymousone,1340
522,true,1940.0,33,Resign,White,15+15,anotherchessplayer1,1350,baygonv,1265
1,false,1941.0,13,Out of Time,White,15+2,bourgris,1500,a-00,1191
477,true,1941.0,128,Draw,Draw,10+3,fischerdipper,1686,coco31,1098
250,true,1942.0,23,Out of Time,White,5+5,thegrim123321,1370,ziogasparo14,1257
196,true,1944.0,39,Mate,White,10+0,piroz_xucestih,1304,taranga,1292
729,true,1944.0,23,Resign,White,15+0,garib33gg,1224,theanonymousone,1332
197,true,1945.5,10,Mate,Black,10+0,taranga,1305,piroz_xucestih,1293
133,false,1946.0,47,Resign,White,30+2,sassou,1276,maougnassou,1308
136,true,1946.0,9,Resign,White,15+15,mdaboczi,1338,sassou,1277
195,true,1946.5,53,Out of Time,White,12+0,patrizio67,1331,taranga,1281
479,true,1949.0,51,Mate,White,10+3,fischerdipper,1684,coco31,1107
1212,true,1949.0,72,Mate,Black,10+0,jesteroz,1230,fleischer14,1334
1253,false,1949.5,137,Mate,White,10+0,axelpro446,1501,bamarillobiller,1199
525,true,1950.5,15,Resign,White,15+15,eltiago,1289,anotherchessplayer1,1306
128,true,1951.0,36,Mate,Black,15+15,sassou,1220,kapi77,1341
635,true,1952.0,11,Draw,Draw,7+5,dmitry1111,1234,ntam,1335
199,true,1953.0,18,Resign,Black,15+0,cesar1945,1296,taranga,1305
1220,true,1953.0,27,Mate,White,10+0,makar_batulin,1332,jesteroz,1287
257,true,1955.0,105,Resign,White,9+2,thegrim123321,1336,an73r05,1287
207,false,1955.5,42,Resign,White,7+2,taranga,1289,yugesh_naidu,1311
155,true,1957.0,50,Resign,Black,15+15,sassou,1228,chessn00b47,1343
231,false,1957.0,29,Resign,Black,30+0,thegrim123321,1384,jdominguez,1265
1237,true,1959.0,97,Out of Time,White,10+0,jesteroz,1264,maksimushouse,1327
938,true,1962.0,58,Resign,Black,20+0,mccheese,1222,maia0411,1351
11,false,1962.5,39,Mate,White,20+60,daniel_likes_chess,1381,anaissac,1272
690,true,1962.5,40,Resign,White,10+0,knight602,1351,kskatem,1287
137,true,1967.5,47,Mate,White,15+15,sassou,1263,marktop1,1336
255,true,1968.5,38,Resign,Black,15+15,shivcool,1245,thegrim123321,1346
198,true,1971.0,51,Mate,White,10+0,lelik3310,1308,taranga,1317
129,true,1976.0,26,Mate,Black,15+15,sassou,1234,cohiba_313,1359
25,true,1979.5,13,Resign,Black,10+0,shivangithegenius,1113,ivangonzalez123,1423
508,true,1980.0,84,Resign,Black,15+2,tensors,1300,facuuu,1330
543,true,1980.0,58,Resign,Black,15+15,hill_j,1178,menorca666,1391
512,true,1982.0,67,Resign,White,15+2,spetsnaz_gm,1348,tensors,1308
504,true,1983.0,41,Mate,White,15+15,yorashi,1300,tensors,1333
475,true,1987.0,15,Mate,White,10+3,fischerdipper,1678,coco31,1148
38,false,1989.0,22,Resign,Black,15+0,shivangithegenius,978,jojo58,1500
47,false,1989.0,3,Resign,Black,15+0,shivangithegenius,978,jjwrchess,1500
51,false,1989.0,5,Resign,Black,10+0,shivangithegenius,978,balkarec,1500
53,false,1989.0,53,Mate,White,10+0,shivangithegenius,978,lucasimeon,1500
514,true,1991.0,103,Resign,White,15+2,ineedaname,1324,tensors,1329
1238,true,1991.0,17,Mate,White,10+0,mellowg7,1442,jesteroz,1270
27,true,1991.5,43,Resign,White,10+10,gmcarlsen403,1825,shivangithegenius,1079
296,true,1996.0,44,Resign,White,15+15,nadanadora,1340,gatorman,1326
131,true,1998.5,37,Resign,White,15+15,sabayossi,1433,sassou,1282
1247,true,1998.5,144,Mate,Black,10+0,jesteroz,1265,tambwe,1366
146,true,2000.0,43,Mate,White,10+0,minimouf,1550,sassou,1225
213,true,2001.5,73,Mate,White,15+1,moon50,1409,taranga,1297
236,true,2001.5,48,Mate,Black,10+2,deragon63,1261,thegrim123321,1371
1249,true,2003.5,47,Mate,White,10+0,jesteroz,1247,d_daniljev,1380
205,false,2004.5,101,Out of Time,White,7+2,blassterkal,1431,taranga,1289
208,false,2004.5,118,Resign,Black,7+2,blassterkal,1431,taranga,1289
386,true,2005.5,41,Resign,White,10+0,sergeares,1337,rustam9,1337
619,true,2007.0,36,Resign,Black,10+0,joydivisions,1378,alkeal,1318
242,true,2007.5,23,Resign,White,15+15,rookreversal,1217,thegrim123321,1399
1246,true,2008.5,19,Resign,Black,10+0,jesteroz,1257,paynando,1380
34,false,2009.5,21,Resign,Black,15+3,shivangithegenius,1019,shamlanaseer,1500
240,true,2012.0,110,Draw,Draw,15+3,thegrim123321,1372,merthy70,1326
251,true,2012.0,31,Resign,White,10+3,thegrim123321,1360,tcgil,1332
507,true,2012.0,41,Mate,White,15+2,tensors,1290,egroka,1367
252,false,2015.5,51,Resign,White,10+0,andre94,1311,thegrim123321,1360
239,true,2016.0,11,Resign,White,10+0,piechess97,1290,thegrim123321,1371
230,false,2017.0,33,Resign,Black,10+2,thegrim123321,1384,robin512,1325
499,true,2017.0,63,Resign,White,15+2,fabioamsouza,1430,tensors,1302
606,false,2017.0,35,Mate,White,11+5,snaek161616,1164,a_raccoon,1435
608,false,2017.0,46,Resign,White,11+5,snaek161616,1164,a_raccoon,1435
401,true,2021.5,121,Resign,White,15+5,jutton1,1383,ahmedham,1330
736,true,2021.5,24,Resign,Black,10+0,radioactive7,1375,theanonymousone,1334
59,true,2022.5,44,Resign,Black,10+0,wpc96,1457,tbaruel,1294
513,true,2025.0,56,Resign,Black,15+2,tensors,1318,thinkingmanga63,1366
1241,true,2026.0,72,Mate,Black,10+0,jesteroz,1268,kikume,1392
223,true,2027.5,37,Mate,White,10+0,taranga,1221,hsanderr,1417
521,true,2027.5,41,Resign,White,15+2,olesam,1373,tensors,1341
506,true,2028.0,38,Resign,Black,15+2,sdw207,1450,tensors,1303
612,false,2032.0,49,Resign,White,10+15,caernarfon,1866,snaek161616,1099
246,true,2033.5,29,Resign,Black,30+10,thegrim123321,1389,dantesmontecristo,1339
502,false,2036.5,73,Resign,White,15+2,grafy,1445,tensors,1314
245,true,2039.5,103,Mate,White,15+2,thegrim123321,1377,tecnoch,1351
941,true,2040.5,46,Resign,White,7+7,kingtotos,1535,mccheese,1273
518,true,2041.5,23,Resign,White,15+2,pearicetea,1403,tensors,1340
222,true,2045.0,60,Mate,Black,10+0,trotil45,1614,taranga,1238
135,true,2045.5,24,Resign,Black,15+15,sassou,1273,popsun,1409
689,true,2046.0,66,Resign,Black,10+0,mani66,1372,knight602,1360
1242,true,2046.5,34,Resign,Black,10+0,jesteroz,1259,goldenrod,1417
520,true,2047.5,52,Resign,Black,15+2,tensors,1331,olesam,1382
1028,false,2047.5,65,Mate,White,20+0,soprotheygowhoa,1343,kasipor,1376
202,true,2049.0,59,Mate,White,7+2,xapoh,1500,taranga,1299
219,true,2050.0,40,Mate,Black,15+1,moon50,1560,taranga,1270
235,true,2050.0,49,Mate,White,10+2,thegrim123321,1378,baconneggs,1361
238,true,2052.5,87,Mate,White,10+0,thegrim123321,1369,danilo1961,1368
735,true,2055.0,43,Resign,White,10+0,theanonymousone,1348,antonydoytchev,1381
688,true,2059.5,37,Resign,White,10+0,knight602,1371,cistajeba,1374
400,true,2060.0,76,Resign,Black,15+5,ahmedham,1320,jutton1,1400
937,true,2061.5,22,Resign,Black,12+0,mccheese,1155,perumanta,1484
241,true,2063.5,24,Resign,White,6+7,thekingdomcome,1361,thegrim123321,1383
510,true,2067.5,30,Resign,Black,15+2,tensors,1299,fischerfisch,1418
1027,false,2069.0,55,Resign,White,8+3,samuelwise,1452,soprotheygowhoa,1343
1011,false,2071.0,77,Mate,White,5+8,aidenleahycrooks,1862,chmc,1140
415,false,2072.5,41,Out of Time,White,10+0,jonikss,1245,energique,1450
249,true,2075.5,46,Mate,Black,8+0,annael88,1395,thegrim123321,1378
1184,false,2076.0,36,Resign,Black,180+0,danylee84,1126,kaushik007,1513
234,true,2076.5,53,Resign,White,9+0,kingestee33,1375,thegrim123321,1389
409,true,2078.5,17,Resign,White,30+5,cagliostro97,1517,fora-franc,1320
1033,false,2079.0,15,Mate,White,5+8,intrepido,1500,lucaspsy,1329
684,true,2082.0,91,Mate,White,10+0,knight602,1398,dumas27,1383
739,false,2084.0,29,Resign,White,5+5,theanonymousone,1352,suck-it-sibar,1408
777,true,2084.0,31,Resign,Black,10+0,chessgoals,1426,skorlions28,1371
149,true,2091.0,156,Mate,Black,15+15,sassou,1226,vladimir_shindin,1478
403,true,2091.5,116,Out of Time,Black,16+0,agabek1948,1469,jutton1,1357
