190,TRUE,69,Resign,Black,10+0,isachess,1846,turix,1869
191,TRUE,178,Mate,Black,16+0,sergeylobanov,1843,isachess,1836
192,TRUE,136,Resign,Black,15+0,clown_with_a_knife,1800,isachess,1826
193,FALSE,124,Mate,Black,8+0,taranga,1283,whfo,1267
194,TRUE,96,Resign,Black,10+4,phileasfrog,1290,taranga,1270
195,TRUE,53,Out of Time,White,12+0,patrizio67,1331,taranga,1281
196,TRUE,39,Mate,White,10+0,piroz_xucestih,1304,taranga,1292
197,TRUE,10,Mate,Black,10+0,taranga,1305,piroz_xucestih,1293
198,TRUE,51,Mate,White,10+0,lelik3310,1308,taranga,1317
199,TRUE,18,Resign,Black,15+0,cesar1945,1296,taranga,1305
200,FALSE,106,Mate,Black,30+0,marmoraka5,968,taranga,1305
201,FALSE,38,Mate,Black,15+15,taranga,1293,vikrant_dalvi,1466
202,TRUE,59,Mate,White,7+2,xapoh,1500,taranga,1299
203,TRUE,111,Mate,White,7+2,taranga,1288,jamila1234,1232
204,TRUE,28,Resign,Black,7+2,taranga,1289,hknight_chess,2108
205,FALSE,101,Out of Time,White,7+2,blassterkal,1431,taranga,1289
206,FALSE,15,Mate,White,7+2,striker123,1806,taranga,1289
207,FALSE,42,Resign,White,7+2,taranga,1289,yugesh_naidu,1311
208,FALSE,118,Resign,Black,7+2,blassterkal,1431,taranga,1289
209,FALSE,34,Resign,Black,7+2,taranga,1289,andreas636,1484
210,FALSE,60,Resign,Black,7+2,taranga,1289,armourbuddy,1810
211,FALSE,66,Resign,Black,7+2,striker123,1806,taranga,1289
212,FALSE,21,Out of Time,White,5+8,taranga,1289,snapper,1500
213,TRUE,73,Mate,White,15+1,moon50,1409,taranga,1297
214,TRUE,159,Mate,White,15+1,taranga,1280,moon50,1485
215,FALSE,74,Resign,White,15+0,taranga,1280,italiantranslator,1211
216,FALSE,28,Mate,Black,15+0,italiantranslator,1211,taranga,1280
217,TRUE,112,Mate,Black,10+0,taranga,1281,naoufel,1765
218,TRUE,104,Resign,Black,15+1,taranga,1288,moon50,1454
219,TRUE,40,Mate,Black,15+1,moon50,1560,taranga,1270
220,TRUE,44,Mate,Black,15+1,taranga,1274,moon50,1534
221,TRUE,150,Draw,Draw,15+1,taranga,1259,moon50,1663
222,TRUE,60,Mate,Black,10+0,trotil45,1614,taranga,1238
223,TRUE,37,Mate,White,10+0,taranga,1221,hsanderr,1417
224,TRUE,88,Out of Time,Black,10+0,taranga,1222,madara21,1732
225,TRUE,113,Mate,White,10+0,hallowdance,1232,taranga,1234
226,TRUE,55,Mate,White,20+5,taranga,1240,kingofchess2017,1219
227,TRUE,135,Mate,White,10+0,harrygz,1590,dbschultz,1600
228,TRUE,137,Draw,Draw,10+0,rinoooo,1568,dbschultz,1617
229,TRUE,97,Out of Time,White,10+0,dbschultz,1500,nienkotter,1358
230,FALSE,33,Resign,Black,10+2,thegrim123321,1384,robin512,1325
231,FALSE,29,Resign,Black,30+0,thegrim123321,1384,jdominguez,1265
232,FALSE,55,Resign,Black,2+10,thegrim123321,1384,sam7neeee,1950
233,TRUE,91,Resign,White,20+10,thegrim123321,1377,batatinhaazul,1249
234,TRUE,53,Resign,White,9+0,kingestee33,1375,thegrim123321,1389
235,TRUE,49,Mate,White,10+2,thegrim123321,1378,baconneggs,1361
236,TRUE,48,Mate,Black,10+2,deragon63,1261,thegrim123321,1371
237,TRUE,20,Resign,Black,10+9,thegrim123321,1380,brainiac007,1429
238,TRUE,87,Mate,White,10+0,thegrim123321,1369,danilo1961,1368
239,TRUE,11,Resign,White,10+0,piechess97,1290,thegrim123321,1371
240,TRUE,110,Draw,Draw,15+3,thegrim123321,1372,merthy70,1326
241,TRUE,24,Resign,White,6+7,thekingdomcome,1361,thegrim123321,1383
242,TRUE,23,Resign,White,15+15,rookreversal,1217,thegrim123321,1399
243,TRUE,81,Mate,White,15+30,thegrim123321,1387,ranie123,1447
244,FALSE,34,Resign,Black,20+0,arrigo,1474,thegrim123321,1387
245,TRUE,103,Mate,White,15+2,thegrim123321,1377,tecnoch,1351
246,TRUE,29,Resign,Black,30+10,thegrim123321,1389,dantesmontecristo,1339
247,FALSE,22,Resign,Black,30+15,thegrim123321,1389,gallosantoss,1400
248,FALSE,38,Resign,White,10+0,morficle,1849,thegrim123321,1389
249,TRUE,46,Mate,Black,8+0,annael88,1395,thegrim123321,1378
250,TRUE,23,Out of Time,White,5+5,thegrim123321,1370,ziogasparo14,1257
251,TRUE,31,Resign,White,10+3,thegrim123321,1360,tcgil,1332
252,FALSE,51,Resign,White,10+0,andre94,1311,thegrim123321,1360
253,FALSE,87,Mate,White,20+0,lanas2007,1714,thegrim123321,1360
254,TRUE,31,Mate,White,45+30,thegrim123321,1354,onafets26,1217
255,TRUE,38,Resign,Black,15+15,shivcool,1245,thegrim123321,1346
256,FALSE,43,Resign,White,10+4,thegrim123321,1346,batuhh,1099
257,TRUE,105,Resign,White,9+2,thegrim123321,1336,an73r05,1287
258,FALSE,87,Out of Time,White,10+0,eideral,1580,krishubhi,1555
259,FALSE,36,Mate,Black,10+0,krishubhi,1555,eideral,1580
260,TRUE,38,Resign,Black,6+6,myalcin64,1649,eideral,1547
261,TRUE,110,Resign,Black,8+0,tutubelezza,1426,eideral,1527
262,TRUE,48,Resign,Black,15+0,eideral,1557,fva,1547
263,FALSE,95,Mate,White,5+8,eideral,1557,maumau62,1607
264,FALSE,70,Mate,Black,5+8,maumau62,1607,eideral,1557
265,FALSE,42,Resign,White,10+0,eideral,1557,arebest95,1632
266,TRUE,177,Out of Time,White,10+3,au118,1535,eideral,1609
267,TRUE,114,Mate,Black,10+2,abel4865,1713,eideral,1558
268,TRUE,57,Resign,White,10+2,eideral,1497,abel4865,1730
269,TRUE,57,Resign,White,7+3,tca1004,1437,eideral,1552
270,FALSE,82,Draw,Draw,10+0,pkgirpade,1516,eideral,1552
271,TRUE,29,Mate,White,7+3,eideral,1513,atorius,1456
272,TRUE,70,Resign,Black,10+0,pablocas,1355,eideral,1478
273,TRUE,97,Mate,White,10+0,tabellaria,1638,grubear,1614
274,TRUE,99,Resign,White,6+5,tabellaria,1613,rangelelbano,1934
275,FALSE,74,Resign,Black,10+0,f2f,1865,tabellaria,1613
276,TRUE,48,Mate,Black,8+0,playforpleasure,1776,tabellaria,1587
277,TRUE,77,Mate,White,15+0,tabellaria,1568,mattieuw2,1593
278,TRUE,80,Resign,Black,15+0,mattieuw2,1605,tabellaria,1546
279,TRUE,35,Resign,White,8+0,tabellaria,1518,snowden,1709
280,TRUE,33,Resign,White,10+0,sombragris,1728,tabellaria,1527
281,TRUE,87,Mate,White,10+0,tabellaria,1515,blackphish,1379
282,TRUE,40,Resign,Black,10+0,tabellaria,1538,jabar72,1501
283,TRUE,54,Resign,Black,10+0,jabar72,1511,tabellaria,1516
284,TRUE,67,Resign,Black,10+0,little---a,1464,tabellaria,1495
285,TRUE,21,Mate,White,10+0,tabellaria,1470,little---a,1475
286,TRUE,14,Mate,Black,10+0,pasch0s,1490,tabellaria,1440
287,FALSE,71,Resign,White,15+15,nadanadora,1611,xad55toque,1974
288,TRUE,72,Out of Time,Black,10+0,nadanadora,1611,xtreh,1945
289,TRUE,62,Resign,Black,10+0,vpull9,1584,nadanadora,1611
290,TRUE,48,Resign,Black,10+0,ramzaid,1942,nadanadora,1611
291,TRUE,6,Out of Time,Black,10+2,mejjes,1217,nadanadora,1611
292,TRUE,69,Draw,Draw,20+0,nadanadora,1611,qaisahleyorof,2059
293,TRUE,72,Resign,White,15+15,nadanadora,1611,googol100,1478
294,TRUE,40,Mate,Black,15+15,googol100,1486,nadanadora,1552
295,TRUE,29,Mate,White,15+15,nadanadora,1453,googol100,1496
296,TRUE,44,Resign,White,15+15,nadanadora,1340,gatorman,1326
297,TRUE,59,Mate,White,10+0,corvusossifragus,1532,nadanadora,1500
298,TRUE,115,Resign,White,10+0,doom12384,1560,ramirorldn,1557
299,TRUE,70,Resign,Black,10+0,doom12384,1571,vektor-mw,1577
300,TRUE,36,Resign,Black,10+0,doom12384,1580,eze33,1617
301,TRUE,83,Resign,White,10+0,quarks_sparks,1531,doom12384,1593
302,TRUE,99,Draw,Draw,10+0,lagos16,1449,doom12384,1597
303,TRUE,43,Resign,White,10+0,pepe100,1743,doom12384,1604
304,TRUE,89,Resign,White,10+0,runmael,1604,doom12384,1614
305,TRUE,96,Resign,Black,10+0,nitegazer,1550,doom12384,1605
306,FALSE,116,Mate,Black,10+0,pipppone,1630,doom12384,1605
307,FALSE,78,Mate,Black,15+0,dimalesh,1475,doom12384,1605
308,FALSE,77,Mate,White,15+0,doom12384,1605,dimalesh,1475
309,FALSE,70,Mate,Black,15+0,dimalesh,1475,doom12384,1605
310,FALSE,27,Resign,White,10+0,augustbecarre,1570,doom12384,1605
311,FALSE,102,Resign,Black,10+0,doom12384,1605,jejeh,1500
312,FALSE,21,Resign,White,10+0,jejeh,1500,doom12384,1605
313,FALSE,33,Resign,White,10+0,doom12384,1605,jejeh,1500
314,FALSE,74,Resign,Black,10+0,raavi,1513,doom12384,1605
315,TRUE,65,Resign,White,25+5,ernestillo,1790,bwalmer,1874
316,TRUE,81,Resign,White,25+5,bwalmer,1864,ajaysharma261253,1805
317,TRUE,45,Resign,Black,25+5,atilioss,1496,bwalmer,1861
318,TRUE,52,Resign,White,25+5,bwalmer,1851,yura_kudelia_12,1853
319,TRUE,51,Resign,White,10+0,spendius,1861,bwalmer,1863
320,TRUE,48,Draw,Draw,10+0,tfeng,1618,wahana81,1609
321,TRUE,20,Resign,Black,10+0,wahana81,1620,tfeng,1607
322,TRUE,50,Mate,Black,10+0,tfeng,1621,ilkayus,1496
323,TRUE,98,Resign,Black,10+0,tfeng,1633,thesmallbang,1581
324,TRUE,106,Mate,Black,10+0,thesmallbang,1623,tfeng,1623
325,TRUE,19,Resign,White,10+0,tfeng,1612,mikeu,1614
326,TRUE,22,Resign,White,10+0,famiss11,1605,tfeng,1624
327,TRUE,114,Draw,Draw,10+0,bishopkerry01,1693,tfeng,1621
328,TRUE,69,Resign,Black,10+0,tfeng,1631,bishopkerry01,1684
329,TRUE,34,Mate,Black,10+0,vineetg101,1636,tfeng,1619
330,TRUE,40,Mate,Black,10+0,tfeng,1613,kei0075,1617
331,TRUE,108,Resign,Black,10+0,tfeng,1627,facurezzo,1495
332,TRUE,27,Resign,White,10+0,facurezzo,1480,tfeng,1643
333,TRUE,63,Resign,White,10+0,tfeng,1631,wahidmahmom90,1652
334,TRUE,31,Resign,White,10+0,toniors,1687,tfeng,1641
335,TRUE,71,Resign,White,10+0,tfeng,1630,marcel55,1638
336,TRUE,92,Mate,Black,10+0,locomotora,1414,tfeng,1624
337,TRUE,47,Mate,White,10+0,tfeng,1619,locomotora,1419
338,TRUE,56,Resign,Black,10+0,tfeng,1629,ewama,1659
339,TRUE,48,Resign,White,10+0,ewama,1649,tfeng,1639
340,TRUE,124,Resign,Black,10+0,marcospe1964,1677,tfeng,1627
341,TRUE,49,Mate,White,10+0,fox22634,1705,tfeng,1636
342,TRUE,64,Resign,Black,10+0,tfeng,1647,traverru,1635
343,TRUE,29,Resign,White,10+0,tfeng,1637,tmanu,1627
344,TRUE,45,Resign,White,10+0,tfeng,1626,mstelles,1631
345,TRUE,96,Resign,Black,10+0,micmeta,1602,tfeng,1615
346,TRUE,92,Resign,Black,10+0,shafer24,1634,tfeng,1603
347,TRUE,40,Mate,Black,10+0,ironboy,1611,tfeng,1591
348,TRUE,123,Mate,White,10+0,tfeng,1579,ironboy,1623
349,TRUE,129,Mate,White,10+0,hetismogelijk,1995,tfeng,1581
350,TRUE,120,Mate,Black,10+0,bomardan,1589,tfeng,1569
351,TRUE,71,Draw,Draw,10+0,tfeng,1570,rmorais23,1555
352,TRUE,97,Mate,White,10+0,tfeng,1559,eyany,1557
353,TRUE,60,Resign,White,10+0,eyany,1546,tfeng,1571
354,TRUE,57,Resign,White,10+0,dandisd,1550,tfeng,1567
355,TRUE,38,Resign,White,5+7,tfeng,1560,agusfil,1419
356,TRUE,111,Resign,White,8+0,yalicapkini,1840,tfeng,1564
357,TRUE,119,Resign,Black,10+0,guber1962,1660,tfeng,1549
358,TRUE,33,Mate,White,10+0,tfeng,1534,gardoim,1678
359,TRUE,32,Resign,White,10+0,tarekjrd,1789,tfeng,1538
360,TRUE,96,Resign,Black,15+0,rajapirka,1841,tienc12345,1921
361,TRUE,92,Draw,Draw,8+10,tienc12345,1926,elham1,1737
362,TRUE,64,Resign,Black,8+2,albinas,1629,tienc12345,1887
363,TRUE,10,Resign,Black,5+5,valmasia3,1860,tienc12345,1712
364,TRUE,85,Resign,White,20+8,tienc12345,1500,dmitriy8888,1568
365,TRUE,40,Resign,Black,10+0,joselito-carnaval,1780,arjunshenoyk,2132
366,TRUE,58,Resign,Black,10+0,rustam9,966,iamasd1,1124
367,TRUE,26,Out of Time,Black,15+15,halma,884,rustam9,951
368,TRUE,4,Out of Time,Black,15+15,rustam9,945,b3nszy,1070
369,TRUE,118,Mate,Black,10+0,rustam9,971,bohne,1149
370,TRUE,11,Mate,White,15+15,cris865,1238,rustam9,985
371,TRUE,163,Out of Time,Draw,10+0,rustam9,972,granham,1247
372,TRUE,95,Mate,White,10+0,bilabrin,1107,rustam9,961
373,TRUE,37,Resign,Black,10+0,rustam9,974,fiksse,1129
374,TRUE,101,Mate,White,10+2,raza00,1203,rustam9,970
375,TRUE,80,Out of Time,Black,10+0,rustam9,998,juniohispano,937
376,TRUE,78,Resign,Black,10+0,rustam9,1016,rainbowstream,1126
377,TRUE,89,Out of Time,Draw,10+0,rustam9,1025,madmadge,1153
378,TRUE,42,Mate,Black,10+0,rustam9,1047,brainsurgery,1151
